,nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
17188,Élika,F,0,1,0,0
17189,Sheryl,F,0,1,0,0
17190,Daniely,F,0,1,1,0
17191,Yesmin,F,0,1,0,0
17192,Kenya,F,0,1,0,2
17193,Anyara,F,0,1,0,0
17194,Raphaella,F,0,1,0,0
17195,Miryam,F,0,1,0,1
17196,Sahira,F,0,1,0,0
17197,Sanvi,F,0,1,0,2
17198,Zelda,F,0,1,0,0
17199,Elly,F,0,1,0,0
17200,Margaret,F,0,1,0,0
17201,Edma,F,0,1,0,0
17202,Eloïse,F,0,1,0,0
17203,Marilda,F,0,1,0,0
17204,Mileida,F,0,1,0,0
17205,Deiziane,F,0,1,0,0
17206,Savaana,F,0,1,0,0
17207,Margherita,F,0,1,0,0
17208,Seemoon,F,0,1,0,0
17209,Nami,F,0,1,1,0
17210,Marlita,F,0,1,0,0
17211,Mayane,F,0,1,0,0
17212,Kwima,F,0,1,0,0
17213,Wendie,F,0,1,0,0
17214,Valdira,F,0,1,0,0
17215,Azaleia,F,0,1,0,0
17216,Lou,F,0,1,0,1
17217,Christiane,F,0,1,1,1
17218,Jucelene,F,0,1,0,0
17219,Felicidade,F,0,1,0,0
17220,Quézia,F,0,1,0,0
17221,Skyla,F,0,1,0,1
17222,Sadagi,F,0,1,0,0
17223,Anaise,F,0,1,0,0
17224,Lethícia,F,0,1,0,0
17225,Lauren,F,0,1,1,0
17226,Tarine,F,0,1,0,0
17227,Aira,F,0,1,1,0
17228,Vanuza,F,0,1,0,0
17229,Kayera,F,0,1,0,0
17230,Hazel,F,0,1,0,0
17231,Diamanta,F,0,1,0,0
17232,Gilsa,F,0,1,1,0
17233,Lúcileny,F,0,1,0,0
17234,Kassia,F,0,1,0,0
17235,Joalete,F,0,1,0,0
17236,Dhani,F,0,1,0,0
17237,Sarayu,F,0,1,0,0
17238,Or,F,0,1,0,0
17239,Nené,F,0,1,0,0
17240,Seeratjot,F,0,1,0,0
17241,Viktória,F,0,1,0,0
17242,Aliara,F,0,1,0,0
17243,Oriane,F,0,1,0,0
17244,Japman,F,0,1,0,0
17245,Heliamar,F,0,1,0,0
17246,Ailinne,F,0,1,0,0
17247,Lauane,F,0,1,0,0
17248,Jéssyca,F,0,1,0,0
17249,Thyana,F,0,1,0,0
17250,Dafeny,F,0,1,0,0
17251,Lukenya,F,0,1,0,0
17252,Annye-Keller,F,0,1,0,0
17253,Simrit,F,0,1,0,0
17254,Hibba,F,0,1,0,0
17255,Cremilda,F,0,1,0,0
17256,Sabrine,F,0,1,0,0
17257,Nzambi,F,0,1,0,0
17258,Gerulza,F,0,1,0,0
17259,Rubi,F,0,1,0,0
17260,Anqi,F,0,1,0,0
17261,Yukti,F,0,1,0,0
17262,Adja,F,0,1,0,0
17263,Navsirat,F,0,1,1,0
17264,Marysol,F,0,1,0,0
17265,Tomásia,F,0,1,0,0
17266,Elinise,F,0,1,0,0
17267,Roslina,F,0,1,0,0
17268,Lacey,F,0,1,0,0
17269,Penelope,F,0,1,0,0
17270,Tamirys,F,0,1,0,0
17271,Gabriely,F,0,1,0,0
17272,Máriyah,F,0,1,0,0
17273,Harriet,F,0,1,0,0
17274,Ruxi,F,0,1,0,0
17275,Fábio,F,0,1,0,0
17276,Amelie,F,0,1,1,1
17277,Thamara,F,0,1,0,1
17278,Nazariel,F,0,1,1,0
17279,Assma,F,0,1,0,0
17280,Aliyya,F,0,1,0,0
17281,Samrina,F,0,1,0,0
17282,Ellie-Rosa,F,0,1,0,0
17283,Abrish,F,0,1,1,1
17284,Annabelle,F,0,1,0,0
17285,Léna,F,0,1,0,0
17286,Manahil,F,0,1,1,0
17287,Raísa,F,0,1,0,0
17288,Zeinaba,F,0,1,0,0
17289,Alcíone,F,0,1,0,0
17290,Alva,F,0,1,0,0
17291,Beizhenni,F,0,1,0,0
17292,Kailane,F,0,1,0,4
17293,Angélika,F,0,1,0,0
17294,Kely,F,0,1,0,1
17295,Crislainny,F,0,1,0,0
17296,keilla,F,0,1,0,0
17297,Ifeoma,F,0,1,0,0
17298,Reyna,F,0,1,0,0
17299,Maria-Luiza,F,0,1,0,0
17300,Berta,F,0,1,1,2
17301,Pyetra,F,0,1,1,0
17302,Tchimalia,F,0,1,0,0
17303,Kattleya,F,0,1,0,0
17304,Karmjot,F,0,1,0,0
17305,Umaiza,F,0,1,1,0
17306,Alifiyah,F,0,1,0,0
17307,Aliciane,F,0,1,0,0
17308,Harshine,F,0,1,0,0
17309,Ezinne,F,0,1,0,0
17310,Ryara,F,0,1,0,0
17311,Moana,F,0,1,1,2
17312,Uliana,F,0,1,0,0
17313,Ayan,F,0,1,0,0
17314,Idaira,F,0,1,0,0
17315,Samreen,F,0,1,0,0
17316,Cynthia,F,0,1,0,0
17317,Alliyah,F,0,1,0,0
17318,Mazea,F,0,1,0,0
17319,Sénia,F,0,1,0,0
17320,Simarpreet,F,0,1,0,0
17321,Pia,F,0,1,0,0
17322,Maida,F,0,1,0,1
17323,Txissola,F,0,1,0,0
17324,Imayame,F,0,1,0,0
17325,Jeshmi,F,0,1,0,0
17326,Vadilsa,F,0,1,0,0
17327,Lorie,F,0,1,0,0
17328,Annaluz,F,0,1,0,0
17329,Allice,F,0,1,0,0
17330,Aamna,F,0,1,0,0
17331,Natércia,F,0,1,0,0
17332,Josemara,F,0,1,1,0
17333,Khadidiato,F,0,1,0,0
17334,Purvi,F,0,1,0,0
17335,Wilfania,F,0,1,0,0
17336,Késsia,F,0,1,0,0
17337,Alexanne,F,0,1,0,0
17338,Helena-Edi,F,0,1,0,0
17339,Kiratiya,F,0,1,0,0
17340,Raisa,F,0,1,1,3
17341,Minka,F,0,1,0,0
17342,Ivanna,F,0,1,0,0
17343,Bigya,F,0,1,0,0
17344,Estir,F,0,1,0,0
17345,Cailany,F,0,1,0,0
17346,Destiny,F,0,1,1,0
17347,Thaynara,F,0,1,0,1
17348,Nelciane,F,0,1,0,0
17349,Yunilsa,F,0,1,0,0
17350,Xila,F,0,1,0,0
17351,Dyanne,F,0,1,0,0
17352,Salome,F,0,1,0,0
17353,Atena,F,0,1,0,2
17354,Khiara,F,0,1,0,0
17355,Elise,F,0,1,0,3
17356,Anika,F,0,1,0,1
17357,Mehak,F,0,1,0,0
17358,Yasmira,F,0,1,0,0
17359,Jannah,F,0,1,0,0
17360,Velisha,F,0,1,0,0
17361,Yaël,F,0,1,0,0
17362,Divhya,F,0,1,0,0
17363,Szabrina,F,0,1,0,0
17364,Hedji,F,0,1,0,0
17365,Hélcia,F,0,1,0,0
17366,Anaíss,F,0,1,0,0
17367,Cadijatu,F,0,1,0,0
17368,Eloísa,F,0,1,0,0
17369,Jayde,F,0,1,0,0
17370,Fauzi,F,0,1,0,0
17371,Nhalim,F,0,1,0,0
17372,Ying,F,0,1,0,0
17373,Yaqi,F,0,1,2,0
17374,Jessana,F,0,1,0,0
17375,Hayat,F,0,1,0,0
17376,Maggui,F,0,1,0,0
17377,Áquila,F,0,1,0,0
17378,Rubyana,F,0,1,0,0
17379,Dana,F,0,1,1,2
17380,Ellena,F,0,1,0,0
17381,Hassatou,F,0,1,0,0
17382,Arsénia,F,0,1,0,0
17383,Asvi,F,0,1,0,0
17384,Poliana,F,0,1,2,0
17385,Iacénia,F,0,1,0,0
17386,Izidora,F,0,1,0,0
17387,Túlia,F,0,1,0,0
17388,Vacilissa,F,0,1,0,0
17389,Mikaelly,F,0,1,0,0
17390,Loide,F,0,1,0,1
17391,Otniela,F,0,1,0,0
17392,Ella-Rae,F,0,1,0,0
17393,Yachne,F,0,1,0,0
17394,Natshara,F,0,1,0,0
17395,Aizimara,F,0,1,0,0
17396,Virna,F,0,1,0,0
17397,Ci,F,0,1,0,0
17398,Mahdia,F,0,1,0,0
17399,Neidiane,F,0,1,0,0
17400,Maéline,F,0,1,0,0
17401,Natchala,F,0,1,0,0
17402,Rebeca-Andreea,F,0,1,0,0
17403,Xavia,F,0,1,0,0
17404,Bryanna,F,0,1,1,0
17405,Alannah,F,0,1,0,0
17406,Ramatoullaye,F,0,1,0,0
17407,Suryane,F,0,1,0,0
17408,Nayeli,F,0,1,0,0
17409,Macarena,F,0,1,0,0
17410,Tabassom,F,0,1,0,0
17411,Keissy,F,0,1,0,0
17412,Adelvia,F,0,1,0,0
17413,Adalgiza,F,0,1,0,0
17414,Wilmara,F,0,1,0,0
17415,Deodata,F,0,1,0,0
17416,Laidija,F,0,1,0,0
17417,Amara,F,0,1,1,0
17418,Zury,F,0,1,0,0
17419,Thália,F,0,1,0,0
17420,Varatchaya,F,0,1,0,0
17421,Karimato,F,0,1,0,0
17422,Manthima,F,0,1,0,0
17423,Aashvi,F,0,1,0,0
17424,Itiyani,F,0,1,0,0
17425,Haydée,F,0,1,0,0
17426,Imen,F,0,1,0,0
17427,Catia,F,0,1,1,0
17428,Alafair,F,0,1,0,0
17429,Edjane,F,0,1,0,0
17430,Djalayne,F,0,1,0,0
17431,Leonôr,F,0,1,0,0
17432,Hurain,F,0,1,0,0
17433,Pranshi,F,0,1,0,0
17434,Laysa,F,0,1,0,0
17435,Tvaya,F,0,1,0,0
17436,Gabrielli,F,0,1,0,0
17437,Andriana,F,0,1,1,2
17438,Melania,F,0,1,0,1
17439,Israa,F,0,1,0,0
17440,Mellanye,F,0,1,0,0
17441,Zuleica,F,0,1,0,0
17442,Melynda,F,0,1,0,0
17443,Aminadabe,F,0,1,0,0
17444,Yanai,F,0,1,0,0
17445,Foram,F,0,1,0,0
17446,Rosamar,F,0,1,0,0
17447,Blaydeti,F,0,1,0,0
17448,Chiziane,F,0,1,0,0
17449,Assunção,F,0,1,0,0
17450,Lucie,F,0,1,1,1
17451,Perolah,F,0,1,0,0
17452,Irha,F,0,1,0,0
17453,Cerasela,F,0,1,0,0
17454,Cristiane,F,0,1,0,5
17455,Geashna,F,0,1,0,0
17456,Yusandra,F,0,1,0,0
17457,Maria-Luís,F,0,1,0,0
17458,Soshthe,F,0,1,0,0
17459,Mariamar,F,0,1,0,0
17460,Shiqi,F,0,1,0,0
17461,Jhulli,F,0,1,0,0
17462,Heidy,F,0,1,1,0
17463,Shirley,F,0,1,0,1
17464,Ducelma,F,0,1,0,0
17465,Rícia,F,0,1,0,0
17466,Deborah,F,0,1,0,2
17467,Jada,F,0,1,1,0
17468,Késia,F,0,1,0,0
17469,Feriel,F,0,1,0,0
17470,Loreta,F,0,1,0,0
17471,Oriany,F,0,1,0,0
17472,Leonny,F,0,1,0,0
17473,Talina,F,0,1,0,0
17474,Marflor,F,0,1,0,0
17475,Mélina,F,0,1,0,0
17476,Íngride,F,0,1,0,0
17477,Hebe,F,0,1,0,0
17478,Miléna,F,0,1,0,0
17479,Divine,F,0,1,0,0
17480,Paris,F,0,1,0,0
17481,Sofi,F,0,1,0,0
17482,Hariela,F,0,1,0,0
17483,Emylle,F,0,1,0,0
17484,Kaylen,F,0,1,0,0
17485,Heloisa,F,0,1,2,1
17486,Eléni,F,0,1,0,0
17487,Adassa,F,0,1,0,0
17488,Maisam,F,0,1,0,0
17489,Yarong,F,0,1,0,0
17490,Djamely,F,0,1,0,0
17491,Maëva,F,0,1,0,0
17492,Eukene,F,0,1,0,0
17493,Lucymar,F,0,1,0,0
17494,Ligiane,F,0,1,0,0
17495,Maeda,F,0,1,0,0
17496,Aléxis,F,0,1,0,0
17497,Natalina,F,0,1,0,1
17498,Harneet,F,0,1,0,0
17499,Parneet,F,0,1,0,1
17500,Malía,F,0,1,0,0
17501,Tsering,F,0,1,0,0
17502,Cadidjato,F,0,1,0,1
17503,Seynabou,F,0,1,1,0
17504,Hália,F,0,1,0,0
17505,Mufaro,F,0,1,0,0
17506,Julinha,F,0,1,0,0
17507,Aaish,F,0,1,0,0
17508,Ianny,F,0,1,0,0
17509,Ary,F,0,1,0,0
17510,Abril,F,0,1,0,0
17511,Tida,F,0,1,0,2
17512,Itzayana,F,0,1,0,0
17513,Yriane,F,0,1,0,0
17514,Lhayum,F,0,1,0,0
17515,Cibelle,F,0,1,0,0
17516,Idíane,F,0,1,0,0
17517,Lyanie,F,0,1,0,0
17518,Wenni,F,0,1,0,0
17519,Filza,F,0,1,0,0
17520,Meghan,F,0,1,0,0
17521,Maguette,F,0,1,0,0
17522,Esenia,F,0,1,0,0
17523,Summayiah,F,0,1,0,0
17524,Diamantina,F,0,1,0,0
17525,Achia,F,0,1,0,0
17526,Yana,F,0,1,2,2
17527,Oarpa,F,0,1,0,0
17528,Suvana,F,0,1,0,0
17529,Khaleesi,F,0,1,1,0
17530,Miftaul,F,0,1,0,0
17531,Parmit,F,0,1,0,0
17532,Maristela,F,0,1,0,0
17533,Aryna,F,0,1,0,0
17534,Elle,F,0,1,0,0
17535,Hilária,F,0,1,0,0
17536,Yanice,F,0,1,0,0
17537,Louison,F,0,1,0,0
17538,Dura,F,0,1,0,0
17539,Zeinea,F,0,1,0,0
17540,Névia,F,0,1,0,0
17541,Milinda,F,0,1,0,0
17542,Ludima,F,0,1,0,0
17543,Anna-Carolina,F,0,1,0,0
17544,Kausar,F,0,1,0,0
17545,Yásmine,F,0,1,0,0
17546,Nourhane,F,0,1,0,0
17547,Haziela,F,0,1,0,0
17548,Dahira,F,0,1,0,0
17549,Ainhoa,F,0,1,0,5
17550,Ekati,F,0,1,0,0
17551,Synne,F,0,1,0,0
17552,Kayleigh,F,0,1,0,1
17553,Nalaan,F,0,1,0,0
17554,Farah,F,0,1,0,0
17555,Andersa,F,0,1,0,0
17556,Giada,F,0,1,0,0
17557,Cacilda,F,0,1,0,0
17558,Jadsleia,F,0,1,0,0
17559,Enora,F,0,1,1,0
17560,Izabel,F,0,1,2,0
17561,Wiryam,F,0,1,0,0
17562,Aishwarya,F,0,1,0,0
17563,Paolla,F,0,1,0,0
17564,Wilsia,F,0,1,1,0
17565,Jacquelina,F,0,1,0,0
17566,Naíde,F,0,1,0,0
17567,Afonsa,F,0,1,0,0
17568,Merydjene,F,0,1,0,0
17569,Urvi,F,0,1,0,0
17570,Taisiya,F,0,1,0,0
17571,Feyme,F,0,1,0,0
17572,Giana,F,0,1,1,1
17573,Purvika,F,0,1,0,0
17574,Loucia,F,0,1,0,0
17575,Egali,F,0,1,0,0
17576,Ayani,F,0,1,2,1
17577,Rachaell,F,0,1,0,0
17578,Manhaafrose,F,0,1,0,0
17579,Shayanne,F,0,1,1,0
17580,Juline,F,0,1,0,0
17581,Deiselin,F,0,1,0,0
17582,Nauandy,F,0,1,0,0
17583,Solomia,F,0,1,1,1
17584,Valentyna,F,0,1,0,0
17585,Marycel,F,0,1,0,0
17586,Tamina,F,0,1,0,0
17587,Cibele,F,0,1,1,0
17588,Ândrya,F,0,1,0,0
17589,Vanísa,F,0,1,0,0
17590,Samanu,F,0,1,0,0
17591,Ludiany,F,0,1,0,0
17592,Mansirat,F,0,1,1,1
17593,Tempérance,F,0,1,0,0
17594,Soline,F,0,1,1,0
17595,Emelie,F,0,1,0,1
17596,Skyeah,F,0,1,0,0
17597,Yoanna,F,0,1,1,1
17598,Naiane,F,0,1,1,0
17599,Aizah,F,0,1,0,0
17600,Harjot,F,0,1,0,0
17601,Keilane,F,0,1,0,0
17602,Emanuelly,F,0,1,1,3
17603,Devi,F,0,1,0,0
17604,Hasana,F,0,1,0,0
17605,María,F,0,1,0,0
17606,Klaudia,F,0,1,0,0
17607,Thyanne,F,0,1,0,0
17608,Brighitte,F,0,1,0,0
17609,Kiana,F,0,1,0,1
17610,Diriane,F,0,1,0,0
17611,Deepsikha,F,0,1,0,0
17612,Gursimaran,F,0,1,0,0
17613,Margariga,F,0,1,0,0
17614,Emmanuela,F,0,1,0,0
17615,Nyhara,F,0,1,0,0
17616,Haja,F,0,1,0,0
17617,Ilayda,F,0,1,0,0
17618,Netka,F,0,1,0,0
17619,Segufta,F,0,1,0,0
17620,Claudina,F,0,1,0,0
17621,Melodie,F,0,1,0,0
17622,Melânia,F,0,1,0,0
17623,Ganjina,F,0,1,0,0
17624,Nectaria,F,0,1,0,1
17625,Ayala,F,0,1,0,0
17626,Taisiea,F,0,1,0,0
17627,Assiatou,F,0,1,0,0
17628,Nyara,F,0,1,0,0
17629,Djenyfer,F,0,1,0,0
17630,Viola,F,0,1,0,0
17631,Rinoyshka,F,0,1,0,0
17632,Archel,F,0,1,0,0
17633,Dhiya,F,0,1,0,0
17634,Núbia,F,0,1,0,0
17635,Leonara,F,0,1,0,1
17636,Mutiara,F,0,1,0,0
17637,Yaresi,F,0,1,0,0
17638,Bintou,F,0,1,0,0
17639,Anaela,F,0,1,0,1
17640,Karynne,F,0,1,0,0
17641,Nuriya,F,0,1,0,1
17642,Ranielly,F,0,1,0,0
17643,Alitaah,F,0,1,0,0
17644,Nelcy,F,0,1,1,0
17645,Ruelma,F,0,1,0,0
17646,Germália,F,0,1,0,0
17647,Nurisha,F,0,1,0,0
17648,Dóris,F,0,1,0,0
17649,Abigael,F,0,1,0,1
17650,Rosália,F,0,1,0,0
17651,Evely,F,0,1,0,0
17652,Maryana,F,0,1,1,1
17653,Génesis,F,0,1,0,0
17654,Nirina,F,0,1,0,0
17655,Haniele,F,0,1,0,0
17656,Dayline,F,0,1,0,0
17657,Arabela,F,0,1,0,0
17658,Dineia,F,0,1,1,0
17659,Jia,F,0,1,2,0
17660,Nadezhda,F,0,1,0,0
17661,Estefânia,F,0,1,0,0
17662,Luriam,F,0,1,0,0
17663,Ohana,F,0,1,2,2
17664,Solomiia,F,0,1,1,0
17665,Yaniris,F,0,1,0,0
17666,Shu,F,0,1,0,0
17667,Juanita,F,0,1,0,0
17668,Darsika,F,0,1,0,0
17669,Aatika,F,0,1,0,0
17670,Leyane,F,0,1,0,0
17671,Estevana,F,0,1,0,0
17672,Aryanna,F,0,1,1,1
17673,Sibila,F,0,1,0,0
17674,Jeovania,F,0,1,0,0
17675,Elga,F,0,1,0,0
17676,Duarta,F,0,1,0,0
17677,Kyanna,F,0,1,0,0
17678,Le,F,0,1,0,1
17679,Prishu,F,0,1,0,0
17680,Nesilita,F,0,1,0,0
17681,Indya,F,0,1,0,0
17682,Suhana,F,0,1,0,1
17683,Khaila,F,0,1,0,0
17684,Isabelli,F,0,1,0,0
17685,Estella,F,0,1,0,0
17686,Keliane,F,0,1,0,2
17687,Karinna,F,0,1,0,0
17688,Aldaísa,F,0,1,0,0
17689,Karoline,F,0,1,0,1
17690,Misaela,F,0,1,0,0
17691,Cimara,F,0,1,0,0
17692,Subhashree,F,0,1,0,0
17693,Hariane,F,0,1,0,0
17694,Agustina,F,0,1,1,0
17695,Sehajleen,F,0,1,0,0
17696,Saionara,F,0,1,0,0
17697,Djaymily,F,0,1,0,0
17698,Shantel,F,0,1,0,0
17699,Aïda,F,0,1,0,0
17700,Mehjabeen,F,0,1,0,0
17701,Vanshika,F,0,1,0,0
17702,Citlali,F,0,1,0,0
17703,Anghelina,F,0,1,0,0
17704,Harvi,F,0,1,0,0
17705,Armanda,F,0,1,1,1
17706,Sunto,F,0,1,0,0
17707,Katelynn,F,0,1,0,0
17708,Excel,F,0,1,0,0
17709,Tanveer,F,0,1,0,2
17710,Ciliza,F,0,1,0,0
17711,Kálida,F,0,1,0,0
17712,Dalinda,F,0,1,0,0
17713,lonela,F,0,1,0,0
17714,Awayhame,F,0,1,0,0
17715,Roshni,F,0,1,1,0
17716,Baanipreet,F,0,1,0,0
17717,Esperanza,F,0,1,0,1
17718,Emelly,F,0,1,1,2
17719,Manasvi,F,0,1,0,0
17720,Henyan,F,0,1,0,0
17721,Samarah,F,0,1,0,1
17722,Dainy,F,0,1,0,0
17723,Maëlys,F,0,1,0,0
17724,Anabel,F,0,1,3,2
17725,Katalleya,F,0,1,0,0
17726,Tchawi,F,0,1,0,0
17727,Alika,F,0,1,0,0
17728,Yula,F,0,1,0,0
17729,Samavia,F,0,1,0,0
17730,Rachael,F,0,1,0,0
17731,Nkula,F,0,1,0,0
17732,Sienna-Joan,F,0,1,0,0
17733,Liciana,F,0,1,0,0
17734,Illyana,F,0,1,0,0
17735,Laetitia,F,0,1,0,1
17736,Niki,F,0,1,0,0
17737,Rosalina,F,0,1,2,2
17738,Admin,F,0,1,0,0
17739,Mabrouka,F,0,1,0,0
17740,Luciene,F,0,1,0,0
17741,Mama,F,0,1,0,0
17742,Katie,F,0,1,5,4
17743,Jane,F,0,1,2,0
17744,Ranessa,F,0,1,0,0
17745,Cidália,F,0,1,0,0
17746,Gracie,F,0,1,0,0
17747,Isabelina,F,0,1,1,0
17748,Foricusa,F,0,1,0,0
17749,Kinia,F,0,1,0,0
17750,Mathilda,F,0,1,0,0
17751,Fabrizia,F,0,1,0,0
17752,Thainara,F,0,1,0,0
17753,Zabdi,F,0,1,0,0
17754,Camélia,F,0,1,0,0
17755,Gleich,F,0,1,0,0
17756,Hislene,F,0,1,0,0
17757,Lays,F,0,1,1,1
17758,Lyanne,F,0,1,0,0
17759,Eslin,F,0,1,0,0
17760,Tara,F,0,1,0,0
17761,Contança,F,0,1,0,0
17762,Jani,F,0,1,0,3
17763,Shayná,F,0,1,0,0
17764,Ella-Luena,F,0,1,0,0
17765,Emi,F,0,1,0,0
17766,Naèva,F,0,1,0,0
17767,Ellana,F,0,1,0,1
17768,Selénia,F,0,1,0,0
17769,Jeciani,F,0,1,0,0
17770,Aldina,F,0,1,0,0
17771,Firdaws,F,0,1,0,0
17772,Shaíza,F,0,1,0,0
17773,Anabia,F,0,1,1,1
17774,Deema,F,0,1,0,0
17775,Sacha,F,0,1,0,0
17776,Edzana,F,0,1,0,0
17777,Ilizany,F,0,1,0,0
17778,Khloe,F,0,1,1,2
17779,Surany,F,0,1,0,0
17780,Varuksha,F,0,1,0,0
17781,Ainoah,F,0,1,0,0
17782,Harshit,F,0,1,0,0
17783,Marciana,F,0,1,0,0
17784,Layssa,F,0,1,0,2
17785,Adyenne,F,0,1,0,0
17786,Meiyi,F,0,1,0,0
17787,Jaydin,F,0,1,0,0
17788,Otchali,F,0,1,1,0
17789,Kheylla,F,0,1,0,0
17790,Saanvi,F,0,1,0,3
17791,Lweji,F,0,1,1,1
17792,Aneide,F,0,1,0,0
17793,Suncar,F,0,1,0,0
17794,Miria,F,0,1,2,2
17795,Neidiany,F,0,1,0,0
17796,Atika,F,0,1,0,0
17797,Karin,F,0,1,0,0
17798,Joelcia,F,0,1,0,0
17799,Jailsa,F,0,1,0,0
17800,Camelia,F,0,1,0,0
17801,Jeanete,F,0,1,0,0
17802,Elettra,F,0,1,0,0
17803,Jacyara,F,0,1,2,0
17804,Mirna,F,0,1,0,0
17805,Prezia,F,0,1,0,0
17806,Tayssa,F,0,1,0,2
17807,Suzie,F,0,1,0,0
17808,Gislaine,F,0,1,0,0
17809,Aiza,F,0,1,1,1
17810,Lua-Anu,F,0,1,0,0
17811,Raycha,F,0,1,0,0
17812,Olimpia,F,0,1,0,1
17813,Marija,F,0,1,0,0
17814,Lwena,F,0,1,1,0
17815,Bryana,F,0,1,0,1
17816,Viya,F,0,1,0,0
17817,Tainara,F,0,1,2,1
17818,Innayat,F,0,1,0,0
17819,Edanna,F,0,1,0,0
17820,Luciena,F,0,1,0,0
17821,Edine,F,0,1,0,0
17822,Roxane,F,0,1,0,0
17823,Verginiya,F,0,1,0,0
17824,Mymouna,F,0,1,0,0
17825,Cataleya,F,0,1,4,5
17826,Schayenne,F,0,1,0,0
17827,Ágatha,F,0,1,0,0
17828,Émily,F,0,1,0,0
17829,Enya,F,0,1,0,1
17830,Abhinaya,F,0,1,0,0
17831,Zahary,F,0,1,0,0
17832,Hayah,F,0,1,0,0
17833,Valcikleny,F,0,1,0,0
17834,Lisdalyne,F,0,1,0,0
17835,Elaisa,F,0,1,0,0
17836,Kariany,F,0,1,0,0
17837,Ivânia,F,0,1,0,0
17838,Jackline,F,0,1,0,0
17839,Malu,F,0,1,1,3
17840,Cherry,F,0,1,1,0
17841,Jeidy,F,0,1,0,0
17842,Na,F,0,1,0,0
17843,Scarllet,F,0,1,0,0
17844,Jomila-Lucía,F,0,1,0,0
17845,Yoélia,F,0,1,0,0
17846,Franciela,F,0,1,0,0
17847,Thérése,F,0,1,0,0
17848,LEONOR,F,0,1,0,0
17849,Caylainy,F,0,1,0,0
17850,Surya,F,0,1,2,9
17851,Romina,F,0,1,0,1
17852,Nuélia,F,0,1,0,0
17853,Sidhak,F,0,1,0,0
17854,Lauryane,F,0,1,0,0
17855,Micheli,F,0,1,0,0
17856,Ditene,F,0,1,0,0
17857,Willciany,F,0,1,0,0
17858,Sabaahat,F,0,1,0,0
17859,Kédiany,F,0,1,0,0
17860,Lumena,F,0,1,0,0
17861,Anuque,F,0,1,0,0
17862,Jeisiane,F,0,1,0,0
17863,Krisha,F,0,1,0,1
17864,Ivanilsa,F,0,1,0,0
17865,Edda,F,0,1,0,0
17866,Alisiya,F,0,1,0,0
17867,Sumaia,F,0,1,0,1
17868,Helene,F,0,1,1,0
17869,Lylian,F,0,1,0,0
17870,Carlos,F,0,1,0,0
17871,Mayana,F,0,1,1,0
17872,Shakila,F,0,1,0,0
17873,Sâmia,F,0,1,0,0
17874,Tina,F,0,1,0,0
17875,Weziyane,F,0,1,0,0
17876,Geanina,F,0,1,0,1
17877,Rubina,F,0,1,1,1
17878,Quezia,F,0,1,0,1
17879,Faatima,F,0,1,0,0
17880,Harseerat,F,0,1,1,0
17881,Aaliya,F,0,1,0,0
17882,Quiana,F,0,1,0,0
17883,Saly,F,0,1,0,0
17884,Zaida,F,0,1,0,2
17885,Alyanna,F,0,1,0,0
17886,Lânica,F,0,1,0,0
17887,Elisiane,F,0,1,1,0
17888,Daizy,F,0,1,0,0
17889,Elieta,F,0,1,0,0
17890,Adelle,F,0,1,1,0
17891,Nelsa,F,0,1,2,0
17892,Amirah,F,0,1,0,0
17893,Kelen,F,0,1,0,0
17894,Dahaiana,F,0,1,0,0
17895,Pranavi,F,0,1,0,0
17896,Sueli,F,0,1,0,0
17897,Lucía,F,0,1,0,0
17898,Lucília,F,0,1,0,0
17899,Herminiana,F,0,1,0,0
17900,Safaa,F,0,1,0,0
17901,Jumina,F,0,1,0,0
17902,Imaan,F,0,1,0,0
17903,Gursirat,F,0,1,0,1
17904,Kaylin,F,0,1,0,0
17905,Elouise,F,0,1,0,0
17906,Rossandra,F,0,1,0,0
17907,Gaitana,F,0,1,0,0
17908,Akyra,F,0,1,0,0
17909,Aluiny,F,0,1,0,0
17910,Lanna,F,0,1,1,0
17911,Yuval,F,0,1,0,0
17912,Zenilda,F,0,1,0,1
17913,Samily,F,0,1,0,0
17914,Cerys,F,0,1,0,0
17915,Neivalda,F,0,1,0,0
17916,Cleiliana,F,0,1,0,0
17917,Zenna,F,0,1,0,0
17918,Madail,F,0,1,0,0
17919,Joseany,F,0,1,0,0
17920,Anaïsse,F,0,1,0,0
17921,Elyanna,F,0,1,0,0
17922,Amaia,F,0,1,1,0
17923,Debbora,F,0,1,0,0
17924,Aissatú,F,0,1,0,0
17925,Man,F,0,1,0,0
17926,Jayed,F,0,1,0,0
17927,Japji,F,0,1,0,0
17928,Mahideep,F,0,1,0,0
17929,Grazielly,F,0,1,0,0
17930,Letissia,F,0,1,0,0
17931,Edlynne,F,0,1,0,0
17932,Jeanine,F,0,1,0,0
17933,Mei,F,0,1,0,1
17934,Tomomi,F,0,1,0,0
17935,Idália,F,0,1,0,0
17936,Nigeta,F,0,1,0,0
17937,Jashandeep,F,0,1,0,0
17938,Roziane,F,0,1,0,0
17939,Priyanshi,F,0,1,1,1
17940,Zooey,F,0,1,0,0
17941,Lwezzy,F,0,1,0,0
17942,Ouxuan,F,0,1,0,0
17943,Jihane,F,0,1,0,0
17944,Surbani,F,0,1,0,0
17945,Yiyi,F,0,1,2,0
17946,Ivanise,F,0,1,0,0
17947,Adriele,F,0,1,2,2
