nome,genero,freqs 2014,freqs 2015,freqs 2016,freqs 2017
Junaid,M,0,0,1,0
Edevaldo,M,0,0,1,0
Adjassi,M,0,0,1,0
Kissamá,M,0,0,1,0
Claudison,M,0,0,1,0
Declan,M,0,0,1,0
Nicolás,M,0,0,1,3
Siddhártha,M,0,0,1,0
Clever,M,0,0,1,0
Henock,M,0,0,1,0
Ysakor,M,0,0,1,0
Hérmen,M,0,0,1,0
Rassan,M,0,0,1,0
Casimiro,M,0,0,1,0
Marin,M,0,0,1,0
Kunchok,M,0,0,1,0
Rillescas,M,0,0,1,0
Kiami,M,0,0,1,1
Énio,M,0,0,1,0
Virgínio,M,0,0,1,0
Aaravpreet,M,0,0,1,0
Aedécio,M,0,0,1,0
Helmar,M,0,0,1,0
Dayvis,M,0,0,1,0
Belarmino,M,0,0,1,1
Apollo,M,0,0,1,1
Amar,M,0,0,1,0
Haamed,M,0,0,1,0
Adrilld,M,0,0,1,0
Yossef,M,0,0,1,0
Tierry,M,0,0,1,0
Jerykson,M,0,0,1,0
Kellyson,M,0,0,1,0
Wildson,M,0,0,1,0
Kawaren,M,0,0,1,0
Leonelson,M,0,0,1,0
Safar,M,0,0,1,0
Soki,M,0,0,1,0
Sarbesh,M,0,0,1,0
Harrison,M,0,0,1,1
Georgino,M,0,0,1,0
Petro,M,0,0,1,1
Egon,M,0,0,1,0
Josefhi,M,0,0,1,0
Elisson,M,0,0,1,0
Evangelos,M,0,0,1,0
Ekamjit,M,0,0,1,0
M'ma,M,0,0,1,0
Secundino,M,0,0,1,0
Aymar,M,0,0,1,0
Andriel,M,0,0,1,0
Arshaman,M,0,0,1,0
Daércio,M,0,0,1,0
Densel,M,0,0,1,0
Jagger,M,0,0,1,0
Jood,M,0,0,1,0
Evel,M,0,0,1,0
Olávio,M,0,0,1,0
Derik,M,0,0,1,1
Iacov,M,0,0,1,0
Yuanlei,M,0,0,1,0
Uziel,M,0,0,1,1
Román,M,0,0,1,0
Ledison,M,0,0,1,0
Vincenzo,M,0,0,1,0
Holger,M,0,0,1,0
Wandy,M,0,0,1,0
Uirso,M,0,0,1,0
Trendafil,M,0,0,1,0
Queba,M,0,0,1,0
Zhion,M,0,0,1,0
Smaran,M,0,0,1,0
Anantveer,M,0,0,1,0
Abdulaí,M,0,0,1,0
Etson,M,0,0,1,0
Cody,M,0,0,1,0
Usaid,M,0,0,1,0
Yala,M,0,0,1,0
Anran,M,0,0,1,0
Sanoel,M,0,0,1,0
Caelan,M,0,0,1,0
Leónidas,M,0,0,1,0
Albano,M,0,0,1,1
Haoyu,M,0,0,1,0
Leydilson,M,0,0,1,0
Nelio,M,0,0,1,0
Hyadi,M,0,0,1,0
Illya,M,0,0,1,1
Arik,M,0,0,1,0
Dikafany,M,0,0,1,0
Brayne,M,0,0,1,0
Ringo,M,0,0,1,0
Eliedson,M,0,0,1,0
Diofe,M,0,0,1,0
Rumi,M,0,0,1,0
Jaskaran,M,0,0,1,0
Luviano,M,0,0,1,0
Safal,M,0,0,1,0
Lésio,M,0,0,1,0
Witsel,M,0,0,1,1
Yzaque,M,0,0,1,0
Ino,M,0,0,1,0
Sonny,M,0,0,1,1
Izyaan,M,0,0,1,0
Nirvair,M,0,0,1,0
Samyak,M,0,0,1,0
Aylan,M,0,0,1,2
Guiller,M,0,0,1,0
Iverson,M,0,0,1,0
Idirissa,M,0,0,1,0
Jaziel,M,0,0,1,1
Rafaello,M,0,0,1,0
Rene,M,0,0,1,0
Severina,F,0,0,1,0
Silivondela,F,0,0,1,0
Clezia,F,0,0,1,0
Yan,F,0,0,1,0
Ludyanne,F,0,0,1,0
Wizana,F,0,0,1,0
Brisha,F,0,0,1,0
Syrine,F,0,0,1,0
Samicha,F,0,0,1,0
Dharyani,F,0,0,1,0
Gara,F,0,0,1,0
Assia,F,0,0,1,0
Khadidiatou,F,0,0,1,0
Noecris,F,0,0,1,0
Arissa,F,0,0,1,0
Kessya,F,0,0,1,1
Manuella,F,0,0,1,1
Kaylie,F,0,0,1,0
Juisney,F,0,0,1,0
Malaz,F,0,0,1,0
Arielly,F,0,0,1,1
Japjot,F,0,0,1,0
Maahirah,F,0,0,1,0
Solayra,F,0,0,1,0
Kélcia,F,0,0,1,0
Hilola,F,0,0,1,0
Málua,F,0,0,1,0
Shaskia,F,0,0,1,0
Rissia,F,0,0,1,0
Williane,F,0,0,1,0
Jaylin,F,0,0,1,0
Kendall,F,0,0,1,0
Gisola,F,0,0,1,0
Mehribon,F,0,0,1,0
Djenabú,F,0,0,1,0
Nayára,F,0,0,1,0
Deye,F,0,0,1,0
Nidiane,F,0,0,1,0
Liriane,F,0,0,1,0
Stephanny,F,0,0,1,0
Tshelika,F,0,0,1,0
Djamilatu,F,0,0,1,0
Dáriane,F,0,0,1,0
Yeomney,F,0,0,1,0
Abbie,F,0,0,1,0
Kirpagurasis,F,0,0,1,0
Alfatihah,F,0,0,1,0
Pritisha,F,0,0,1,0
Palomá,F,0,0,1,0
Oliwia,F,0,0,1,0
Nimi,F,0,0,1,0
Nisa,F,0,0,1,0
Yoshika,F,0,0,1,0
Yunna,F,0,0,1,0
Tenzin,F,0,0,1,0
Julieth,F,0,0,1,0
Sashi,F,0,0,1,0
Yelissa,F,0,0,1,0
Nayomi,F,0,0,1,2
Suvannah,F,0,0,1,0
Jeovana,F,0,0,1,2
Natércia,F,0,0,1,1
Luyana,F,0,0,1,0
Neydiani,F,0,0,1,0
Joaquim,F,0,0,1,0
Juelma,F,0,0,1,1
Varvâra,F,0,0,1,0
Mahakdip,F,0,0,1,0
Túlia,F,0,0,1,0
Caterine,F,0,0,1,0
Simão,F,0,0,1,0
Aleesha,F,0,0,1,0
Nilsiane,F,0,0,1,1
Lisbon,F,0,0,1,1
Arohi,F,0,0,1,0
Devni,F,0,0,1,0
Ritaj,F,0,0,1,0
Felipa,F,0,0,1,0
Florença,F,0,0,1,0
Eshaal,F,0,0,1,0
Greicekelly,F,0,0,1,0
Euridce,F,0,0,1,0
Késsia,F,0,0,1,0
Ayanne,F,0,0,1,0
Ewa,F,0,0,1,0
Adanna,F,0,0,1,0
Átila,F,0,0,1,0
Geneza,F,0,0,1,0
Aleisa,F,0,0,1,0
Francisa,F,0,0,1,0
Máriyah,F,0,0,1,1
Stanislawa,F,0,0,1,0
Tessália,F,0,0,1,0
Radassa,F,0,0,1,1
Dione,F,0,0,1,0
Malia,F,0,0,1,0
Laya,F,0,0,1,0
Layanne,F,0,0,1,0
Julciane,F,0,0,1,0
Nidhi,F,0,0,1,1
Carmina,F,0,0,1,0
Arminé,F,0,0,1,0
Dadivania,F,0,0,1,0
Amarílys,F,0,0,1,0
Liliia,F,0,0,1,0
Alise,F,0,0,1,0
Alésia,F,0,0,1,0
Julyvalda,F,0,0,1,0
Floy,F,0,0,1,0
Ryhana,F,0,0,1,0
Denitsha,F,0,0,1,0
Marah,F,0,0,1,0
Morayooluwa,F,0,0,1,0
Marilyn,F,0,0,1,0
Yoná,F,0,0,1,0
Feliciana,F,0,0,1,0
Aziza,F,0,0,1,0
Parisa,F,0,0,1,0
Jackeline,F,0,0,1,1
Dune,F,0,0,1,0
Rhoda,F,0,0,1,0
Fredilsa,F,0,0,1,0
Kailanny,F,0,0,1,0
Kyana,F,0,0,1,0
Kiendra,F,0,0,1,0
Rio,F,0,0,1,1
Alaina,F,0,0,1,0
Arieli,F,0,0,1,0
Mansikha,F,0,0,1,0
Dounia,F,0,0,1,1
Blendcy,F,0,0,1,0
Erika-Daniela,F,0,0,1,0
Adira,F,0,0,1,1
Smahir,F,0,0,1,0
Kellyn,F,0,0,1,0
Mizuki,F,0,0,1,0
Namira,F,0,0,1,0
Délia,F,0,0,1,0
Gesciana,F,0,0,1,0
Gelila,F,0,0,1,0
Yaqoot,F,0,0,1,0
Nerissa,F,0,0,1,0
Tian,F,0,0,1,0
Mara-Grace,F,0,0,1,0
Dezayre,F,0,0,1,0
Elaina,F,0,0,1,0
Ashveen,F,0,0,1,0
Kenza,F,0,0,1,0
Cathrionna,F,0,0,1,0
Karoliny,F,0,0,1,0
Nariel,F,0,0,1,0
Amna,F,0,0,1,0
Piya,F,0,0,1,0
Shariya,F,0,0,1,0
Pretty,F,0,0,1,0
Sukhmeet,F,0,0,1,0
Kayma,F,0,0,1,0
Juliet,F,0,0,1,0
Lenicy,F,0,0,1,0
Saana,F,0,0,1,0
Eárine,F,0,0,1,0
Nadyne,F,0,0,1,0
Laíz,F,0,0,1,0
Swikriti,F,0,0,1,0
Anoek,F,0,0,1,0
June,F,0,0,1,1
Acakarein,F,0,0,1,0
Hadija,F,0,0,1,0
Ngenda,F,0,0,1,0
M'mahawa,F,0,0,1,0
Acácia,F,0,0,1,1
Yêda,F,0,0,1,0
Vanine,F,0,0,1,0
Manmeet,F,0,0,1,0
Medeea,F,0,0,1,1
Katerin,F,0,0,1,0
Agneya,F,0,0,1,0
Yuwei,F,0,0,1,0
Khando,F,0,0,1,0
Sejal,F,0,0,1,1
Yufei,F,0,0,1,0
Naylah,F,0,0,1,1
Kaela,F,0,0,1,0
Rosária,F,0,0,1,0
Eiman,F,0,0,1,1
Bristi,F,0,0,1,0
Dolores,F,0,0,1,1
Joicy,F,0,0,1,0
Maïdo,F,0,0,1,0
Philomène,F,0,0,1,0
Niah,F,0,0,1,0
Dhiyanshi,F,0,0,1,0
Klery,F,0,0,1,0
Delcia,F,0,0,1,0
Ostara,F,0,0,1,0
Gudusuaina,F,0,0,1,0
Alcilane,F,0,0,1,0
Aprilia,F,0,0,1,0
Gilda,F,0,0,1,0
Edilzy,F,0,0,1,0
Glaucivania,F,0,0,1,0
Kiany,F,0,0,1,0
Kessia,F,0,0,1,0
Naiesha,F,0,0,1,0
Tong,F,0,0,1,0
Laksmi,F,0,0,1,0
Vruti,F,0,0,1,0
Jilsiany,F,0,0,1,0
Mahira,F,0,0,1,2
Navroz,F,0,0,1,0
Ariadne,F,0,0,1,1
Steveandra,F,0,0,1,0
Katrin,F,0,0,1,0
Sadjo,F,0,0,1,0
Ilsa,F,0,0,1,0
Glenda,F,0,0,1,0
Abhineet,F,0,0,1,0
Dadivina,F,0,0,1,0
Amritjot,F,0,0,1,0
ELoíza,F,0,0,1,0
Karnjeet,F,0,0,1,0
Edneyja,F,0,0,1,0
Zenaida,F,0,0,1,0
Ndaye,F,0,0,1,0
Dania,F,0,0,1,0
Qristina,F,0,0,1,0
Kamilly,F,0,0,1,0
Ululani,F,0,0,1,0
Audrey,F,0,0,1,0
Cici,F,0,0,1,1
Aniara,F,0,0,1,0
Jottália,F,0,0,1,0
Eulinia,F,0,0,1,0
Marisela,F,0,0,1,0
Katalya,F,0,0,1,0
Axelle,F,0,0,1,1
Yumi,F,0,0,1,2
Laurena,F,0,0,1,0
Elleonor,F,0,0,1,0
Adchaeiny,F,0,0,1,0
Jordanna,F,0,0,1,1
Rahemeen,F,0,0,1,0
korine,F,0,0,1,0
Vasilisa,F,0,0,1,0
Afonsina,F,0,0,1,0
Layan,F,0,0,1,0
Midha,F,0,0,1,0
Kyla,F,0,0,1,0
Chimalavera,F,0,0,1,0
Aimeé,F,0,0,1,0
Miftah,F,0,0,1,0
Sófia,F,0,0,1,0
Ara,F,0,0,1,0
Anurroi,F,0,0,1,0
Yankshee,F,0,0,1,0
Bronoéalfate,F,0,0,1,0
Olive,F,0,0,1,0
Itamara,F,0,0,1,0
Zahira,F,0,0,1,1
Nikita,F,0,0,1,0
Arione,F,0,0,1,0
Bipashna,F,0,0,1,0
Zalia,F,0,0,1,0
Mahia,F,0,0,1,0
Tabata,F,0,0,1,0
Kalyani,F,0,0,1,0
Khushmeet,F,0,0,1,0
Crismara,F,0,0,1,0
Tatheer,F,0,0,1,0
Daymin,F,0,0,1,0
Tahmarah,F,0,0,1,0
Garima,F,0,0,1,0
Helciany,F,0,0,1,0
Keilany,F,0,0,1,0
Nahari,F,0,0,1,0
Almerinda,F,0,0,1,0
Lissandra,F,0,0,1,1
Nevena,F,0,0,1,0
Fanny,F,0,0,1,0
Fabijana,F,0,0,1,0
Lasilis,F,0,0,1,0
Violeta-Maria,F,0,0,1,0
Hala,F,0,0,1,0
Eleni,F,0,0,1,0
Aylén,F,0,0,1,0
Anagila,F,0,0,1,0
Lowrannie,F,0,0,1,0
Keri,F,0,0,1,0
Ashanty,F,0,0,1,0
Luege,F,0,0,1,0
Lotte,F,0,0,1,0
Suriah,F,0,0,1,0
Vanélssia,F,0,0,1,0
Keerat,F,0,0,1,0
Anastasiya,F,0,0,1,1
Bernadette,F,0,0,1,0
Naziat,F,0,0,1,0
Darcieny,F,0,0,1,0
Fradiana,F,0,0,1,0
Marlice,F,0,0,1,0
Aahana,F,0,0,1,1
Xiang,F,0,0,1,0
Thylane,F,0,0,1,0
Évelyn,F,0,0,1,0
Kathrine,F,0,0,1,0
Cataleia,F,0,0,1,2
All,F,0,0,1,0
Magalie,F,0,0,1,1
Emanuele,F,0,0,1,1
Allicy,F,0,0,1,0
Evelyne,F,0,0,1,0
Redhana,F,0,0,1,0
Joya,F,0,0,1,0
Khushpreet,F,0,0,1,0
Lyssa,F,0,0,1,0
Hapel,F,0,0,1,0
Alsusy,F,0,0,1,0
Jasira,F,0,0,1,0
Idjatu,F,0,0,1,0
Edegarnia,F,0,0,1,0
Tajpreet,F,0,0,1,0
Jaycee,F,0,0,1,0
Hasna,F,0,0,1,0
Belle,F,0,0,1,0
Adalbmira,F,0,0,1,0
Dâmaris,F,0,0,1,0
Moira,F,0,0,1,0
Rosinda,F,0,0,1,0
Wiliana,F,0,0,1,0
Enily,F,0,0,1,0
Kentia,F,0,0,1,0
Isabely,F,0,0,1,0
Hasmara,F,0,0,1,0
Danniielly,F,0,0,1,0
Djacqueline,F,0,0,1,0
Neidivana,F,0,0,1,0
Svetlana,F,0,0,1,3
Lavonne,F,0,0,1,0
Anise,F,0,0,1,1
Loane,F,0,0,1,0
Assmaa,F,0,0,1,0
Clotilde,F,0,0,1,1
Evalyn,F,0,0,1,0
Anusrita,F,0,0,1,0
Elcy,F,0,0,1,0
Rey,F,0,0,1,0
Prasiddi,F,0,0,1,0
Taiana,F,0,0,1,0
Cathaleya,F,0,0,1,0
Chisom,F,0,0,1,0
Yellen,F,0,0,1,0
Umaro,F,0,0,1,0
Tayane,F,0,0,1,0
Palmira,F,0,0,1,2
Laia,F,0,0,1,1
Andy,F,0,0,1,0
Marle,F,0,0,1,0
Robella,F,0,0,1,0
Keyna,F,0,0,1,0
Shanti,F,0,0,1,0
Isys,F,0,0,1,0
Roumaysa,F,0,0,1,0
Ricardina,F,0,0,1,0
Epifânia,F,0,0,1,0
Vivianne,F,0,0,1,1
Talícia,F,0,0,1,0
Valdimira,F,0,0,1,0
Stéphane,F,0,0,1,0
Solene,F,0,0,1,0
Abinsha,F,0,0,1,0
Mireya,F,0,0,1,0
Kiláry,F,0,0,1,0
Ribana,F,0,0,1,0
Avni,F,0,0,1,0
Elany,F,0,0,1,2
Salemata,F,0,0,1,0
Jayara,F,0,0,1,0
Dilca,F,0,0,1,0
Albena,F,0,0,1,0
Jossara,F,0,0,1,0
Surita,F,0,0,1,0
Marilinda,F,0,0,1,0
Ezequiela,F,0,0,1,0
Annaysa,F,0,0,1,0
Maddalena,F,0,0,1,0
Manraj,F,0,0,1,0
Keya,F,0,0,1,1
Snow,F,0,0,1,0
Shahrizoda,F,0,0,1,0
Leocádia,F,0,0,1,0
Hiranya,F,0,0,1,0
Isra,F,0,0,1,0
Liziane,F,0,0,1,0
Lorenza,F,0,0,1,0
Rosângela,F,0,0,1,0
Nirian,F,0,0,1,0
Cellen,F,0,0,1,0
Namaaha,F,0,0,1,0
Tayline,F,0,0,1,0
Layne,F,0,0,1,0
Jassira,F,0,0,1,0
MariaLuísa,F,0,0,1,0
Yunxi,F,0,0,1,0
Nelsiany,F,0,0,1,0
Gulmira,F,0,0,1,0
Kristi,F,0,0,1,0
Arima,F,0,0,1,0
Evie,F,0,0,1,0
Naery,F,0,0,1,0
Ussainatu,F,0,0,1,0
Elmara,F,0,0,1,1
Persília,F,0,0,1,0
Kassyane,F,0,0,1,0
Hajar,F,0,0,1,0
Wayela,F,0,0,1,1
Salamata,F,0,0,1,0
Benice,F,0,0,1,0
Hania,F,0,0,1,1
Suphatsara,F,0,0,1,0
N'Nasta,F,0,0,1,0
Malú,F,0,0,1,1
Priyanka,F,0,0,1,0
Medea,F,0,0,1,0
Mushtaribonu,F,0,0,1,0
Denysa,F,0,0,1,0
Hélcia,F,0,0,1,0
Huda,F,0,0,1,0
Vlada,F,0,0,1,0
Sónya,F,0,0,1,0
Lakshmi,F,0,0,1,0
Wen,F,0,0,1,1
Djariato,F,0,0,1,0
CoraMae,F,0,0,1,0
Alexandrina,F,0,0,1,0
Addis,F,0,0,1,0
Prinsha,F,0,0,1,0
Giselene,F,0,0,1,0
Georgeta,F,0,0,1,0
Timea,F,0,0,1,0
Njinga,F,0,0,1,0
Aksinia,F,0,0,1,0
Casey,F,0,0,1,0
Aliéne,F,0,0,1,0
Leisiana,F,0,0,1,0
Nayelle,F,0,0,1,0
Maisha,F,0,0,1,0
Christine,F,0,0,1,0
Allet,F,0,0,1,0
Jorzana,F,0,0,1,0
Jane-Grace,F,0,0,1,0
Jingwen,F,0,0,1,0
Hendra,F,0,0,1,0
Alicya,F,0,0,1,0
Yohanni,F,0,0,1,0
Gelcyara,F,0,0,1,0
Edilssa,F,0,0,1,0
Antonya,F,0,0,1,0
Ágnes-Dorottya,F,0,0,1,0
Adan,F,0,0,1,0
Leiza,F,0,0,1,0
Anami,F,0,0,1,0
Kayana,F,0,0,1,0
Noá,F,0,0,1,0
Maanvika,F,0,0,1,0
Lectícia,F,0,0,1,0
Elvina,F,0,0,1,0
Ramatoulaye,F,0,0,1,0
Noelle,F,0,0,1,2
Marya,F,0,0,1,0
Yafei,F,0,0,1,0
Sonam,F,0,0,1,0
Ifra,F,0,0,1,0
Daphne,F,0,0,1,1
Saffron,F,0,0,1,0
Laibah,F,0,0,1,0
Salete,F,0,0,1,0
Jeicilin,F,0,0,1,0
Kisa,F,0,0,1,0
Ysys,F,0,0,1,0
Ivanne,F,0,0,1,0
Vanilda,F,0,0,1,0
Franziska,F,0,0,1,0
Lawan,F,0,0,1,0
Mali,F,0,0,1,0
Octávia,F,0,0,1,1
Joseane,F,0,0,1,0
Emaan,F,0,0,1,0
Alaia,F,0,0,1,1
Nuo,F,0,0,1,0
Cleopatra,F,0,0,1,0
Stefaniia,F,0,0,1,0
Brishma,F,0,0,1,0
Jidaya,F,0,0,1,0
Ruama,F,0,0,1,0
Snigdhita,F,0,0,1,0
Jasnoor,F,0,0,1,0
Vlinder,F,0,0,1,0
Ni,F,0,0,1,0
Ebenézer,F,0,0,1,0
Marguerite,F,0,0,1,0
Miya,F,0,0,1,0
Rouguiatou,F,0,0,1,0
Papoila,F,0,0,1,0
Nusaybah,F,0,0,1,0
Claire,F,0,0,1,1
Gurmehek,F,0,0,1,0
Namita,F,0,0,1,0
Kissia,F,0,0,1,0
Lysie,F,0,0,1,0
Nura,F,0,0,1,0
Jullia,F,0,0,1,0
Naila,F,0,0,1,1
Aariyana,F,0,0,1,0
Sahory,F,0,0,1,0
Cinthia,F,0,0,1,0
Sanae,F,0,0,1,0
Geralda,F,0,0,1,0
Idália,F,0,0,1,0
Ohanna,F,0,0,1,0
Priyancy,F,0,0,1,1
Teyana,F,0,0,1,0
Sarina,F,0,0,1,1
Arafah,F,0,0,1,0
Jassirat,F,0,0,1,0
Ivory,F,0,0,1,0
Lhajin,F,0,0,1,0
Suryn,F,0,0,1,0
Dionisia,F,0,0,1,0
Gernaísa,F,0,0,1,0
Inajé,F,0,0,1,0
Nghoite,F,0,0,1,0
Wania,F,0,0,1,0
Pregua,F,0,0,1,0
Shahreen,F,0,0,1,0
Tâlyana,F,0,0,1,0
Sewani,F,0,0,1,0
Josy,F,0,0,1,0
Story,F,0,0,1,0
Solikha,F,0,0,1,0
Kayannie,F,0,0,1,0
Sonima,F,0,0,1,0
Mabell,F,0,0,1,0
Noorfatema,F,0,0,1,0
Yashna,F,0,0,1,0
Junira,F,0,0,1,0
Madelene,F,0,0,1,0
Mayline,F,0,0,1,0
Alysha,F,0,0,1,0
Skylar,F,0,0,1,1
Adija,F,0,0,1,0
Sohany,F,0,0,1,0
Nahyma,F,0,0,1,0
Tasmia,F,0,0,1,0
Murphy,F,0,0,1,0
Bareerah,F,0,0,1,0
Dylara,F,0,0,1,0
Priyani,F,0,0,1,0
Judith,F,0,0,1,0
Sanuthi,F,0,0,1,0
Desidéria,F,0,0,1,0
Zoya,F,0,0,1,1
Mileyna,F,0,0,1,0
Preciosa,F,0,0,1,1
Eliete,F,0,0,1,0
Amandeed,F,0,0,1,0
Laurel,F,0,0,1,0
Sura,F,0,0,1,0
Malie,F,0,0,1,0
Stefane,F,0,0,1,0
Tawila,F,0,0,1,0
Fylipa,F,0,0,1,0
Larayumi,F,0,0,1,0
Sumayya,F,0,0,1,0
Léanor,F,0,0,1,0
Ezra,F,0,0,1,2
Keity,F,0,0,1,0
Debra,F,0,0,1,0
Avonlea,F,0,0,1,0
Siomara,F,0,0,1,0
Cinthya,F,0,0,1,1
Apani,F,0,0,1,0
Valnice,F,0,0,1,0
Alécia,F,0,0,1,1
Kiuma,F,0,0,1,0
Fenda,F,0,0,1,0
Edineusa,F,0,0,1,0
Muntaha,F,0,0,1,0
Vittória,F,0,0,1,0
April,F,0,0,1,0
Aljahzye,F,0,0,1,0
Dgeorgia,F,0,0,1,0
Joquebede,F,0,0,1,0
Yolela,F,0,0,1,0
Anam,F,0,0,1,0
Shabih,F,0,0,1,0
Seomara,F,0,0,1,0
Willow,F,0,0,1,0
Taranjit,F,0,0,1,0
Stuti,F,0,0,1,0
Lyra,F,0,0,1,1
Thailine,F,0,0,1,0
Neliza,F,0,0,1,0
Orange,F,0,0,1,0
Idalete,F,0,0,1,0
Binto,F,0,0,1,0
Adymara,F,0,0,1,0
Aaryesha,F,0,0,1,0
Josélia,F,0,0,1,0
Zjoana,F,0,0,1,0
Shuyi,F,0,0,1,0
Kexin,F,0,0,1,0
Lika,F,0,0,1,0
Juno,F,0,0,1,0
Ivanka,F,0,0,1,0
Radijah,F,0,0,1,0
Nataniela,F,0,0,1,2
Yori,F,0,0,1,0
Uriyanne,F,0,0,1,0
Aniella,F,0,0,1,0
Timélzia,F,0,0,1,0
Miryan,F,0,0,1,0
Annael,F,0,0,1,0
Ludiana,F,0,0,1,0
Anastassia,F,0,0,1,0
Imani,F,0,0,1,1
Abby,F,0,0,1,1
Timeea,F,0,0,1,0
Elísia,F,0,0,1,0
Kavina,F,0,0,1,0
Kianna,F,0,0,1,0
Cassilda,F,0,0,1,0
Tayna,F,0,0,1,0
Sianna,F,0,0,1,0
Iamara,F,0,0,1,0
Tasia,F,0,0,1,0
Reezma,F,0,0,1,0
Bidushi,F,0,0,1,0
Thiara,F,0,0,1,0
Geisa,F,0,0,1,2
Yile,F,0,0,1,0
Ravneet,F,0,0,1,1
Diljot,F,0,0,1,0
Deanna,F,0,0,1,0
Abeedha,F,0,0,1,0
Ieva,F,0,0,1,0
Enzel,F,0,0,1,0
Aarya,F,0,0,1,1
Hélcias,F,0,0,1,0
Nuryam,F,0,0,1,0
Syeda,F,0,0,1,0
Zoleta,F,0,0,1,0
Ailla,F,0,0,1,0
Suntu,F,0,0,1,0
Tinka,F,0,0,1,0
Aísha,F,0,0,1,1
Alissia,F,0,0,1,0
Laurentina,F,0,0,1,0
Nadir,F,0,0,1,0
Dominica,F,0,0,1,0
Robin,F,0,0,1,1
Makayla,F,0,0,1,1
Vítória,F,0,0,1,0
Geiza,F,0,0,1,1
Krystal,F,0,0,1,0
Áminah,F,0,0,1,0
Irada,F,0,0,1,0
Chandra,F,0,0,1,0
Abimaela,F,0,0,1,0
Johaina,F,0,0,1,0
Harsirat,F,0,0,1,1
Kiami,F,0,0,1,0
Tchali,F,0,0,1,0
Hayaa,F,0,0,1,0
Irley,F,0,0,1,0
Wiliane,F,0,0,1,0
Xinduo,F,0,0,1,0
Béatrice,F,0,0,1,0
Leofátima,F,0,0,1,0
Georgia,F,0,0,1,0
Mélyssa,F,0,0,1,0
Manuelly,F,0,0,1,0
Gloria,F,0,0,1,0
Lhya,F,0,0,1,0
Djalvin,F,0,0,1,0
Giulhia,F,0,0,1,0
Lakisha,F,0,0,1,0
Inesa,F,0,0,1,0
Isnani,F,0,0,1,0
Lêan,F,0,0,1,0
Blessing,F,0,0,1,0
Madeha,F,0,0,1,0
Shantelle,F,0,0,1,0
Samiya,F,0,0,1,0
Emiliane,F,0,0,1,0
Naima,F,0,0,1,1
Biatriz,F,0,0,1,0
Angelini,F,0,0,1,0
Luiyane,F,0,0,1,0
Ribiya,F,0,0,1,0
Lovleen,F,0,0,1,0
Edyane,F,0,0,1,1
Minerva,F,0,0,1,0
Silvie,F,0,0,1,0
Neria,F,0,0,1,0
Jeshika,F,0,0,1,0
Eduwina,F,0,0,1,0
Zainabou,F,0,0,1,0
Cristhieny,F,0,0,1,0
Silke,F,0,0,1,0
Gurseerat,F,0,0,1,2
Gael,F,0,0,1,0
Rafaely,F,0,0,1,0
Leticya,F,0,0,1,0
Shreesha,F,0,0,1,0
Kelsie,F,0,0,1,0
Yossane,F,0,0,1,0
Génises,F,0,0,1,0
Carmela,F,0,0,1,1
Abeeha,F,0,0,1,0
Jailma,F,0,0,1,0
Brisa,F,0,0,1,0
Orianna,F,0,0,1,0
Luinysa,F,0,0,1,0
Aniya,F,0,0,1,1
Pallavi,F,0,0,1,0
Kessyane,F,0,0,1,0
Xica,F,0,0,1,0
India-Rose,F,0,0,1,0
Rafa,F,0,0,1,0
Senhorinha,F,0,0,1,0
Dinica,F,0,0,1,0
Binta,F,0,0,1,0
Laércia,F,0,0,1,0
Suhveen,F,0,0,1,0
Idiatou,F,0,0,1,0
Yokana,F,0,0,1,0
Âmbar,F,0,0,1,1
Sayesha,F,0,0,1,0
Elyanne,F,0,0,1,0
Amissette,F,0,0,1,0
Rocio,F,0,0,1,0
Xinyan,F,0,0,1,1
Melinie,F,0,0,1,0
Árya,F,0,0,1,0
Yaroslava,F,0,0,1,0
Kassyani,F,0,0,1,0
Shareen,F,0,0,1,0
Subana,F,0,0,1,0
Ayhane,F,0,0,1,0
Kadija,F,0,0,1,0
Belisa,F,0,0,1,0
Chelse,F,0,0,1,0
Maryon,F,0,0,1,0
Élice,F,0,0,1,0
Dianna,F,0,0,1,2
Divija,F,0,0,1,0
Luciane,F,0,0,1,0
Rafia,F,0,0,1,0
Frida,F,0,0,1,1
Vedanshi,F,0,0,1,0
Nimrat,F,0,0,1,1
Kênia,F,0,0,1,1
Ivaldira,F,0,0,1,0
Àurea,F,0,0,1,0
Camélia,F,0,0,1,0
Danacan,F,0,0,1,0
Myra,F,0,0,1,0
Houssainatou,F,0,0,1,0
Ketleliny,F,0,0,1,0
Shael,F,0,0,1,0
Sáli,F,0,0,1,0
Heloá,F,0,0,1,0
Ketlyn,F,0,0,1,0
Iracema,F,0,0,1,1
Pixie,F,0,0,1,0
Kássya,F,0,0,1,0
Gélsia,F,0,0,1,0
Ursula,F,0,0,1,0
Wyssan,F,0,0,1,0
Xiyu,F,0,0,1,0
Rayannie,F,0,0,1,0
Josianne,F,0,0,1,0
Lukeni,F,0,0,1,0
Stefania-Mioara,F,0,0,1,0
Alexya,F,0,0,1,0
Khiiara,F,0,0,1,0
Thalita,F,0,0,1,1
Génesis,F,0,0,1,0
Lania,F,0,0,1,0
Anira,F,0,0,1,0
Mannat,F,0,0,1,0
Saskia,F,0,0,1,0
Melek,F,0,0,1,0
Ábda,F,0,0,1,0
Astha,F,0,0,1,0
Carlene,F,0,0,1,0
